timestamp,src_ip,event_type,user,port,status,raw_line
2026-07-20 11:20:09,192.168.1.50,ssh_success,bob,39046,,Jul 20 11:20:09 server sshd[7232]: Accepted password for bob from 192.168.1.50 port 39046 ssh2
2026-07-20 11:20:22,10.0.0.15,ssh_success,bob,41895,,Jul 20 11:20:22 server sshd[16159]: Accepted password for bob from 10.0.0.15 port 41895 ssh2
2026-07-20 11:20:23,198.51.100.42,ssh_failed,root,47288,,Jul 20 11:20:23 server sshd[27477]: Failed password for root from 198.51.100.42 port 47288 ssh2
2026-07-20 11:20:24,198.51.100.42,ssh_failed,root,34425,,Jul 20 11:20:24 server sshd[22369]: Failed password for root from 198.51.100.42 port 34425 ssh2
2026-07-20 11:20:25,198.51.100.42,ssh_failed,root,35824,,Jul 20 11:20:25 server sshd[25692]: Failed password for root from 198.51.100.42 port 35824 ssh2
2026-07-20 11:20:27,198.51.100.42,ssh_failed,root,46085,,Jul 20 11:20:27 server sshd[16913]: Failed password for root from 198.51.100.42 port 46085 ssh2
2026-07-20 11:20:32,198.51.100.42,ssh_failed,root,34689,,Jul 20 11:20:32 server sshd[6394]: Failed password for root from 198.51.100.42 port 34689 ssh2
2026-07-20 11:20:37,198.51.100.42,ssh_failed,root,41458,,Jul 20 11:20:37 server sshd[26692]: Failed password for root from 198.51.100.42 port 41458 ssh2
2026-07-20 11:20:41,198.51.100.42,ssh_failed,root,46629,,Jul 20 11:20:41 server sshd[23825]: Failed password for root from 198.51.100.42 port 46629 ssh2
2026-07-20 11:20:45,198.51.100.42,ssh_failed,root,37840,,Jul 20 11:20:45 server sshd[7222]: Failed password for root from 198.51.100.42 port 37840 ssh2
2026-07-20 11:20:47,198.51.100.42,ssh_failed,root,51746,,Jul 20 11:20:47 server sshd[25108]: Failed password for root from 198.51.100.42 port 51746 ssh2
2026-07-20 11:20:51,198.51.100.42,ssh_failed,root,34641,,Jul 20 11:20:51 server sshd[2643]: Failed password for root from 198.51.100.42 port 34641 ssh2
2026-07-20 11:20:54,198.51.100.42,ssh_failed,root,34631,,Jul 20 11:20:54 server sshd[17640]: Failed password for root from 198.51.100.42 port 34631 ssh2
2026-07-20 11:20:57,198.51.100.42,ssh_failed,root,35013,,Jul 20 11:20:57 server sshd[20498]: Failed password for root from 198.51.100.42 port 35013 ssh2
2026-07-20 11:21:00,198.51.100.42,ssh_failed,root,45998,,Jul 20 11:21:00 server sshd[4928]: Failed password for root from 198.51.100.42 port 45998 ssh2
2026-07-20 11:21:02,198.51.100.42,ssh_failed,root,51738,,Jul 20 11:21:02 server sshd[20481]: Failed password for root from 198.51.100.42 port 51738 ssh2
2026-07-20 11:21:04,198.51.100.42,ssh_failed,root,46505,,Jul 20 11:21:04 server sshd[22540]: Failed password for root from 198.51.100.42 port 46505 ssh2
2026-07-20 11:21:43,192.168.1.102,ssh_success,charlie,39461,,Jul 20 11:21:43 server sshd[22945]: Accepted password for charlie from 192.168.1.102 port 39461 ssh2
2026-07-20 11:22:03,192.168.1.102,ssh_success,dev_user,37056,,Jul 20 11:22:03 server sshd[23009]: Accepted password for dev_user from 192.168.1.102 port 37056 ssh2
2026-07-20 11:22:37,192.168.1.102,ssh_success,emily,35145,,Jul 20 11:22:37 server sshd[1305]: Accepted password for emily from 192.168.1.102 port 35145 ssh2
2026-07-20 11:23:18,192.168.1.50,ssh_success,alice,50385,,Jul 20 11:23:18 server sshd[7984]: Accepted password for alice from 192.168.1.50 port 50385 ssh2
2026-07-20 11:23:31,192.168.1.102,ssh_success,alice,40772,,Jul 20 11:23:31 server sshd[13108]: Accepted password for alice from 192.168.1.102 port 40772 ssh2
2026-07-20 11:24:04,172.16.0.5,ssh_success,sysadmin,55821,,Jul 20 11:24:04 server sshd[10912]: Accepted password for sysadmin from 172.16.0.5 port 55821 ssh2
2026-07-20 11:25:00,172.16.0.4,ssh_success,sysadmin,33024,,Jul 20 11:25:00 server sshd[22884]: Accepted password for sysadmin from 172.16.0.4 port 33024 ssh2
2026-07-20 11:25:24,172.16.0.4,ssh_success,alice,37168,,Jul 20 11:25:24 server sshd[9666]: Accepted password for alice from 172.16.0.4 port 37168 ssh2
2026-07-20 11:25:35,172.16.0.4,ssh_success,sysadmin,37861,,Jul 20 11:25:35 server sshd[9924]: Accepted password for sysadmin from 172.16.0.4 port 37861 ssh2
2026-07-20 11:25:53,172.16.0.4,ssh_success,charlie,39439,,Jul 20 11:25:53 server sshd[23527]: Accepted password for charlie from 172.16.0.4 port 39439 ssh2
2026-07-20 11:26:14,10.0.0.16,ssh_success,dev_user,40996,,Jul 20 11:26:14 server sshd[28725]: Accepted password for dev_user from 10.0.0.16 port 40996 ssh2
2026-07-20 11:26:59,10.0.0.15,ssh_success,emily,41834,,Jul 20 11:26:59 server sshd[2444]: Accepted password for emily from 10.0.0.15 port 41834 ssh2
2026-07-20 11:27:53,192.168.1.51,ssh_success,john,41351,,Jul 20 11:27:53 server sshd[6294]: Accepted password for john from 192.168.1.51 port 41351 ssh2
2026-07-20 11:28:33,172.16.0.4,ssh_success,dev_user,51147,,Jul 20 11:28:33 server sshd[1316]: Accepted password for dev_user from 172.16.0.4 port 51147 ssh2
2026-07-20 11:29:22,192.168.1.51,ssh_success,sysadmin,33948,,Jul 20 11:29:22 server sshd[28348]: Accepted password for sysadmin from 192.168.1.51 port 33948 ssh2
2026-07-20 11:30:02,192.168.1.51,ssh_success,dev_user,36944,,Jul 20 11:30:02 server sshd[2370]: Accepted password for dev_user from 192.168.1.51 port 36944 ssh2
2026-07-20 11:30:57,172.16.0.5,ssh_success,alice,44492,,Jul 20 11:30:57 server sshd[7883]: Accepted password for alice from 172.16.0.5 port 44492 ssh2
2026-07-20 11:31:44,192.168.1.50,ssh_success,charlie,58330,,Jul 20 11:31:44 server sshd[19346]: Accepted password for charlie from 192.168.1.50 port 58330 ssh2
2026-07-20 11:32:15,10.0.0.16,ssh_success,john,37832,,Jul 20 11:32:15 server sshd[8757]: Accepted password for john from 10.0.0.16 port 37832 ssh2
2026-07-20 11:33:11,172.16.0.5,ssh_success,bob,46278,,Jul 20 11:33:11 server sshd[1812]: Accepted password for bob from 172.16.0.5 port 46278 ssh2
2026-07-20 11:33:37,172.16.0.5,ssh_success,dev_user,59055,,Jul 20 11:33:37 server sshd[22951]: Accepted password for dev_user from 172.16.0.5 port 59055 ssh2
2026-07-20 11:34:33,192.168.1.51,ssh_success,charlie,37984,,Jul 20 11:34:33 server sshd[26800]: Accepted password for charlie from 192.168.1.51 port 37984 ssh2
2026-07-20 11:35:02,172.16.0.5,ssh_success,alice,60902,,Jul 20 11:35:02 server sshd[16423]: Accepted password for alice from 172.16.0.5 port 60902 ssh2
2026-07-20 11:35:59,10.0.0.15,ssh_success,charlie,42768,,Jul 20 11:35:59 server sshd[27887]: Accepted password for charlie from 10.0.0.15 port 42768 ssh2
2026-07-20 11:36:18,192.168.1.51,ssh_success,alice,54395,,Jul 20 11:36:18 server sshd[7328]: Accepted password for alice from 192.168.1.51 port 54395 ssh2
2026-07-20 11:36:40,172.16.0.5,ssh_success,alice,58108,,Jul 20 11:36:40 server sshd[10146]: Accepted password for alice from 172.16.0.5 port 58108 ssh2
2026-07-20 11:37:17,10.0.0.15,ssh_success,john,60413,,Jul 20 11:37:17 server sshd[18570]: Accepted password for john from 10.0.0.15 port 60413 ssh2
2026-07-20 11:37:23,192.168.1.50,ssh_failed,charlie,38619,,Jul 20 11:37:23 server sshd[20024]: Failed password for charlie from 192.168.1.50 port 38619 ssh2
2026-07-20 11:38:07,10.0.0.15,ssh_success,charlie,56640,,Jul 20 11:38:07 server sshd[26769]: Accepted password for charlie from 10.0.0.15 port 56640 ssh2
2026-07-20 11:38:50,10.0.0.16,ssh_success,alice,45390,,Jul 20 11:38:50 server sshd[19893]: Accepted password for alice from 10.0.0.16 port 45390 ssh2
2026-07-20 11:38:57,172.16.0.4,ssh_success,dev_user,32823,,Jul 20 11:38:57 server sshd[18036]: Accepted password for dev_user from 172.16.0.4 port 32823 ssh2
2026-07-20 11:39:36,172.16.0.4,ssh_success,john,57080,,Jul 20 11:39:36 server sshd[25151]: Accepted password for john from 172.16.0.4 port 57080 ssh2
2026-07-20 11:40:04,10.0.0.15,ssh_success,alice,54533,,Jul 20 11:40:04 server sshd[11819]: Accepted password for alice from 10.0.0.15 port 54533 ssh2
2026-07-20 11:40:51,172.16.0.5,ssh_success,alice,56352,,Jul 20 11:40:51 server sshd[10840]: Accepted password for alice from 172.16.0.5 port 56352 ssh2
2026-07-20 11:41:38,10.0.0.15,ssh_success,charlie,45953,,Jul 20 11:41:38 server sshd[23846]: Accepted password for charlie from 10.0.0.15 port 45953 ssh2
2026-07-20 11:41:51,192.168.1.51,ssh_success,dev_user,54556,,Jul 20 11:41:51 server sshd[13423]: Accepted password for dev_user from 192.168.1.51 port 54556 ssh2
2026-07-20 11:42:07,10.0.0.16,ssh_success,sysadmin,42629,,Jul 20 11:42:07 server sshd[14306]: Accepted password for sysadmin from 10.0.0.16 port 42629 ssh2
2026-07-20 11:42:12,192.168.1.102,ssh_success,charlie,39655,,Jul 20 11:42:12 server sshd[15086]: Accepted password for charlie from 192.168.1.102 port 39655 ssh2
2026-07-20 11:42:55,172.16.0.4,ssh_success,charlie,48004,,Jul 20 11:42:55 server sshd[15476]: Accepted password for charlie from 172.16.0.4 port 48004 ssh2
2026-07-20 11:43:13,10.0.0.16,ssh_success,dev_user,58777,,Jul 20 11:43:13 server sshd[27084]: Accepted password for dev_user from 10.0.0.16 port 58777 ssh2
2026-07-20 11:44:00,192.168.1.50,ssh_success,charlie,49658,,Jul 20 11:44:00 server sshd[22753]: Accepted password for charlie from 192.168.1.50 port 49658 ssh2
2026-07-20 11:44:26,192.168.1.50,ssh_success,emily,57381,,Jul 20 11:44:26 server sshd[8696]: Accepted password for emily from 192.168.1.50 port 57381 ssh2
2026-07-20 11:44:45,172.16.0.5,ssh_success,bob,37596,,Jul 20 11:44:45 server sshd[1800]: Accepted password for bob from 172.16.0.5 port 37596 ssh2
2026-07-20 11:45:20,10.0.0.16,ssh_success,emily,57949,,Jul 20 11:45:20 server sshd[3386]: Accepted password for emily from 10.0.0.16 port 57949 ssh2
2026-07-20 11:46:05,10.0.0.16,ssh_success,bob,56306,,Jul 20 11:46:05 server sshd[23818]: Accepted password for bob from 10.0.0.16 port 56306 ssh2
2026-07-20 11:46:35,192.168.1.51,ssh_success,bob,54265,,Jul 20 11:46:35 server sshd[23532]: Accepted password for bob from 192.168.1.51 port 54265 ssh2
2026-07-20 11:47:28,172.16.0.5,ssh_success,emily,36260,,Jul 20 11:47:28 server sshd[26507]: Accepted password for emily from 172.16.0.5 port 36260 ssh2
2026-07-20 11:47:44,172.16.0.5,ssh_success,john,49740,,Jul 20 11:47:44 server sshd[16222]: Accepted password for john from 172.16.0.5 port 49740 ssh2
2026-07-20 11:48:04,172.16.0.5,ssh_success,alice,47725,,Jul 20 11:48:04 server sshd[5369]: Accepted password for alice from 172.16.0.5 port 47725 ssh2
2026-07-20 11:48:51,10.0.0.16,ssh_success,sysadmin,52279,,Jul 20 11:48:51 server sshd[11397]: Accepted password for sysadmin from 10.0.0.16 port 52279 ssh2
2026-07-20 11:49:02,,sudo_failed,dev_user,,,Jul 20 11:49:02 server sudo:   dev_user : 1 incorrect password attempt ; TTY=pts/1 ; PWD=/home/dev_user ; USER=root ; COMMAND=/usr/bin/apt-get update
2026-07-20 11:49:11,,sudo_failed,dev_user,,,Jul 20 11:49:11 server sudo:   dev_user : 2 incorrect password attempts ; TTY=pts/1 ; PWD=/home/dev_user ; USER=root ; COMMAND=/usr/bin/apt-get update
2026-07-20 11:49:22,,sudo_failed,dev_user,,,Jul 20 11:49:22 server sudo:   dev_user : 3 incorrect password attempts ; TTY=pts/1 ; PWD=/home/dev_user ; USER=root ; COMMAND=/usr/bin/apt-get update
2026-07-20 11:49:55,192.168.1.51,ssh_success,john,60997,,Jul 20 11:49:55 server sshd[16554]: Accepted password for john from 192.168.1.51 port 60997 ssh2
2026-07-20 11:50:48,192.168.1.51,ssh_success,emily,53662,,Jul 20 11:50:48 server sshd[10086]: Accepted password for emily from 192.168.1.51 port 53662 ssh2
2026-07-20 11:51:26,10.0.0.15,ssh_success,john,40607,,Jul 20 11:51:26 server sshd[9998]: Accepted password for john from 10.0.0.15 port 40607 ssh2
2026-07-20 11:52:16,192.168.1.102,ssh_success,bob,41671,,Jul 20 11:52:16 server sshd[12005]: Accepted password for bob from 192.168.1.102 port 41671 ssh2
2026-07-20 11:52:55,192.168.1.50,ssh_success,bob,37710,,Jul 20 11:52:55 server sshd[8577]: Accepted password for bob from 192.168.1.50 port 37710 ssh2
2026-07-20 11:53:09,172.16.0.4,ssh_success,bob,34872,,Jul 20 11:53:09 server sshd[14594]: Accepted password for bob from 172.16.0.4 port 34872 ssh2
2026-07-20 11:53:48,10.0.0.15,ssh_success,dev_user,34808,,Jul 20 11:53:48 server sshd[7777]: Accepted password for dev_user from 10.0.0.15 port 34808 ssh2
2026-07-20 11:54:17,172.16.0.5,ssh_success,sysadmin,55558,,Jul 20 11:54:17 server sshd[1640]: Accepted password for sysadmin from 172.16.0.5 port 55558 ssh2
2026-07-20 11:55:10,10.0.0.16,ssh_success,dev_user,48397,,Jul 20 11:55:10 server sshd[1193]: Accepted password for dev_user from 10.0.0.16 port 48397 ssh2
2026-07-20 11:55:34,172.16.0.5,ssh_success,dev_user,60733,,Jul 20 11:55:34 server sshd[28385]: Accepted password for dev_user from 172.16.0.5 port 60733 ssh2
2026-07-20 11:56:26,172.16.0.4,ssh_success,sysadmin,58978,,Jul 20 11:56:26 server sshd[20767]: Accepted password for sysadmin from 172.16.0.4 port 58978 ssh2
2026-07-20 11:57:02,192.168.1.51,ssh_success,charlie,47049,,Jul 20 11:57:02 server sshd[16913]: Accepted password for charlie from 192.168.1.51 port 47049 ssh2
2026-07-20 11:57:28,172.16.0.4,ssh_success,john,58921,,Jul 20 11:57:28 server sshd[14248]: Accepted password for john from 172.16.0.4 port 58921 ssh2
2026-07-20 11:58:26,10.0.0.15,ssh_success,bob,53158,,Jul 20 11:58:26 server sshd[18502]: Accepted password for bob from 10.0.0.15 port 53158 ssh2
2026-07-20 11:58:56,10.0.0.16,ssh_success,sysadmin,54493,,Jul 20 11:58:56 server sshd[1888]: Accepted password for sysadmin from 10.0.0.16 port 54493 ssh2
2026-07-20 11:59:28,192.168.1.51,ssh_success,emily,47896,,Jul 20 11:59:28 server sshd[6954]: Accepted password for emily from 192.168.1.51 port 47896 ssh2
2026-07-20 11:59:57,192.168.1.102,ssh_success,bob,47667,,Jul 20 11:59:57 server sshd[11710]: Accepted password for bob from 192.168.1.102 port 47667 ssh2
2026-07-20 12:00:26,192.168.1.102,ssh_success,emily,60028,,Jul 20 12:00:26 server sshd[14813]: Accepted password for emily from 192.168.1.102 port 60028 ssh2
2026-07-20 12:00:36,10.0.0.15,ssh_success,alice,57312,,Jul 20 12:00:36 server sshd[18675]: Accepted password for alice from 10.0.0.15 port 57312 ssh2
2026-07-20 12:01:03,192.168.1.51,ssh_success,john,35016,,Jul 20 12:01:03 server sshd[26599]: Accepted password for john from 192.168.1.51 port 35016 ssh2
2026-07-20 12:01:10,172.16.0.5,ssh_success,alice,40870,,Jul 20 12:01:10 server sshd[7532]: Accepted password for alice from 172.16.0.5 port 40870 ssh2
2026-07-20 12:01:54,192.168.1.51,ssh_success,bob,36904,,Jul 20 12:01:54 server sshd[16517]: Accepted password for bob from 192.168.1.51 port 36904 ssh2
2026-07-20 12:02:35,192.168.1.51,ssh_success,dev_user,55688,,Jul 20 12:02:35 server sshd[9396]: Accepted password for dev_user from 192.168.1.51 port 55688 ssh2
2026-07-20 12:02:50,10.0.0.16,ssh_success,sysadmin,57276,,Jul 20 12:02:50 server sshd[24539]: Accepted password for sysadmin from 10.0.0.16 port 57276 ssh2
2026-07-20 12:03:47,192.168.1.51,ssh_success,charlie,36310,,Jul 20 12:03:47 server sshd[19962]: Accepted password for charlie from 192.168.1.51 port 36310 ssh2
2026-07-20 12:04:11,10.0.0.16,ssh_success,john,45066,,Jul 20 12:04:11 server sshd[13997]: Accepted password for john from 10.0.0.16 port 45066 ssh2
2026-07-20 12:04:28,192.168.1.50,ssh_success,sysadmin,55398,,Jul 20 12:04:28 server sshd[28216]: Accepted password for sysadmin from 192.168.1.50 port 55398 ssh2
2026-07-20 12:04:39,172.16.0.4,ssh_success,emily,42650,,Jul 20 12:04:39 server sshd[28862]: Accepted password for emily from 172.16.0.4 port 42650 ssh2
2026-07-20 12:05:35,192.168.1.50,ssh_success,emily,51312,,Jul 20 12:05:35 server sshd[26645]: Accepted password for emily from 192.168.1.50 port 51312 ssh2
2026-07-20 12:06:14,10.0.0.15,ssh_success,john,44910,,Jul 20 12:06:14 server sshd[3259]: Accepted password for john from 10.0.0.15 port 44910 ssh2
2026-07-20 12:06:40,192.168.1.50,ssh_success,emily,46532,,Jul 20 12:06:40 server sshd[27946]: Accepted password for emily from 192.168.1.50 port 46532 ssh2
2026-07-20 12:07:12,192.168.1.102,ssh_success,john,59923,,Jul 20 12:07:12 server sshd[16064]: Accepted password for john from 192.168.1.102 port 59923 ssh2
2026-07-20 12:07:44,192.168.1.51,ssh_success,john,49864,,Jul 20 12:07:44 server sshd[22314]: Accepted password for john from 192.168.1.51 port 49864 ssh2
2026-07-20 12:08:40,10.0.0.16,ssh_success,emily,48611,,Jul 20 12:08:40 server sshd[16232]: Accepted password for emily from 10.0.0.16 port 48611 ssh2
2026-07-20 12:09:31,10.0.0.16,ssh_success,charlie,43329,,Jul 20 12:09:31 server sshd[28908]: Accepted password for charlie from 10.0.0.16 port 43329 ssh2
2026-07-20 12:09:41,192.168.1.102,ssh_success,dev_user,40758,,Jul 20 12:09:41 server sshd[25591]: Accepted password for dev_user from 192.168.1.102 port 40758 ssh2
2026-07-20 12:10:25,172.16.0.4,ssh_success,dev_user,43791,,Jul 20 12:10:25 server sshd[1940]: Accepted password for dev_user from 172.16.0.4 port 43791 ssh2
2026-07-20 12:10:50,192.168.1.51,ssh_success,dev_user,39718,,Jul 20 12:10:50 server sshd[12626]: Accepted password for dev_user from 192.168.1.51 port 39718 ssh2
2026-07-20 12:11:16,192.168.1.102,ssh_success,sysadmin,55744,,Jul 20 12:11:16 server sshd[29839]: Accepted password for sysadmin from 192.168.1.102 port 55744 ssh2
2026-07-20 12:11:21,10.0.0.16,ssh_success,bob,35573,,Jul 20 12:11:21 server sshd[8908]: Accepted password for bob from 10.0.0.16 port 35573 ssh2
2026-07-20 12:11:57,10.0.0.16,ssh_success,emily,40642,,Jul 20 12:11:57 server sshd[23629]: Accepted password for emily from 10.0.0.16 port 40642 ssh2
2026-07-20 12:12:47,10.0.0.15,ssh_success,dev_user,58750,,Jul 20 12:12:47 server sshd[1565]: Accepted password for dev_user from 10.0.0.15 port 58750 ssh2
2026-07-20 12:13:06,10.0.0.15,ssh_success,john,40740,,Jul 20 12:13:06 server sshd[11033]: Accepted password for john from 10.0.0.15 port 40740 ssh2
2026-07-20 12:13:34,10.0.0.15,ssh_success,sysadmin,50165,,Jul 20 12:13:34 server sshd[12264]: Accepted password for sysadmin from 10.0.0.15 port 50165 ssh2
2026-07-20 12:14:26,10.0.0.16,ssh_success,charlie,44296,,Jul 20 12:14:26 server sshd[24031]: Accepted password for charlie from 10.0.0.16 port 44296 ssh2
2026-07-20 12:14:50,192.168.1.102,ssh_success,bob,36721,,Jul 20 12:14:50 server sshd[24635]: Accepted password for bob from 192.168.1.102 port 36721 ssh2
